"Pg","Cassini","HST","Visible=Average_Cassini_HST","F164N","F212N","F335M","D164N=F164N-Visible","D212N=F212N-Visible","D335M=F335M-Visible","DUV=UV-Visible"
-32.1,-15.564,-17.445,-16.504,-20.843,-17.31,-21.112,-4.339,-0.806,-4.607,13.56
-32,-16.127,-17.479,-16.803,-21.197,-17.97,-22.427,-4.393,-1.167,-5.624,14.003
-31.9,-15.968,-17.333,-16.65,-21.197,-18.373,-23.169,-4.546,-1.722,-6.518,14.161
-31.8,-15.357,-16.956,-16.157,-20.953,-18.438,-23.282,-4.796,-2.281,-7.126,14.113
-31.7,-14.031,-16.712,-15.371,-20.509,-18.169,-22.799,-5.138,-2.798,-7.428,13.891
-31.6,-13.025,-16.453,-14.739,-19.731,-17.558,-21.747,-4.992,-2.819,-7.008,13.919
-31.5,-11.99,-16.231,-14.111,-18.616,-16.671,-20.318,-4.506,-2.561,-6.207,14.032
-31.4,-11.2,-15.43,-13.315,-17.17,-15.594,-18.678,-3.855,-2.279,-5.363,14.037
-31.3,-9.606,-13.71,-11.658,-15.476,-14.26,-16.785,-3.817,-2.602,-5.127,13.223
-31.2,-8.629,-12.117,-10.373,-13.71,-12.74,-14.845,-3.337,-2.367,-4.473,12.803
-31.1,-6.833,-10.548,-8.691,-12.113,-11.071,-13.017,-3.422,-2.38,-4.326,11.991
-31,-6.061,-8.71,-7.385,-10.498,-9.291,-11.287,-3.113,-1.906,-3.901,11.582
-30.9,-5.824,-6.828,-6.326,-8.84,-7.564,-9.768,-2.514,-1.238,-3.442,11.477
-30.8,-5.163,-4.84,-5.002,-7.07,-6.049,-8.554,-2.069,-1.048,-3.553,11.157
-30.7,-3.468,-3.201,-3.334,-5.244,-4.71,-7.608,-1.909,-1.376,-4.273,10.539
-30.6,-1.735,-1.67,-1.702,-3.449,-3.508,-6.833,-1.747,-1.805,-5.131,9.995
-30.5,0.117,-0.137,-0.01,-1.786,-2.4,-6.101,-1.776,-2.39,-6.091,9.423
-30.4,2.09,1.208,1.649,-0.251,-1.386,-5.427,-1.9,-3.036,-7.077,8.911
-30.3,3.672,2.548,3.11,1.232,-0.447,-4.807,-1.878,-3.558,-7.917,8.617
-30.2,6.073,3.777,4.925,2.737,0.44,-4.181,-2.189,-4.485,-9.106,7.984
-30.1,9.217,4.836,7.026,4.301,1.265,-3.538,-2.725,-5.761,-10.564,7.073
-30,10.398,5.847,8.122,5.853,2.154,-2.899,-2.27,-5.969,-11.022,7.168
-29.9,13.092,6.91,10.001,7.36,3.228,-2.271,-2.641,-6.773,-12.273,6.478
-29.8,15.544,7.809,11.677,8.795,4.531,-1.686,-2.882,-7.145,-13.362,5.98
-29.7,18.447,8.778,13.613,10.181,6.04,-1.066,-3.431,-7.572,-14.679,5.206
-29.6,21.649,9.774,15.712,11.54,7.732,-0.35,-4.172,-7.98,-16.062,4.247
-29.5,23.84,11.356,17.598,12.899,9.573,0.354,-4.699,-8.025,-17.244,3.472
-29.4,24.377,13.3,18.838,14.246,11.556,1.216,-4.592,-7.282,-17.622,3.309
-29.3,24.458,15.428,19.943,15.585,13.581,2.363,-4.358,-6.362,-17.58,3.241
-29.2,24.48,17.602,21.041,16.93,15.527,3.91,-4.111,-5.514,-17.131,3.133
-29.1,23.887,18.695,21.291,18.276,17.411,5.835,-3.015,-3.88,-15.456,3.821
-29,23.063,19.028,21.045,19.61,19.262,7.994,-1.435,-1.783,-13.051,4.945
-28.9,23.121,20.151,21.636,20.907,21.112,10.191,-0.729,-0.524,-11.445,5.168
-28.8,23.731,21.497,22.614,22.158,23.007,12.383,-0.456,0.393,-10.231,4.934
-28.7,23.7,23.738,23.719,23.424,24.803,14.652,-0.295,1.084,-9.066,4.495
-28.6,24.086,25.33,24.708,24.767,26.4,17,0.059,1.692,-7.708,4.09
-28.5,25.262,25.476,25.369,26.292,27.772,19.563,0.923,2.403,-5.806,3.923
-28.4,26.188,26.577,26.382,27.837,28.933,22.069,1.454,2.55,-4.313,3.309
-28.3,27.052,27.122,27.087,29.268,29.92,24.267,2.181,2.833,-2.82,2.903
-28.2,27.285,28.166,27.725,30.56,30.906,25.982,2.834,3.181,-1.744,2.455
-28.1,28.257,28.786,28.522,31.668,31.757,27.292,3.146,3.236,-1.23,1.736
-28,29.132,29.299,29.215,32.523,32.353,28.283,3.308,3.137,-0.932,1
-27.9,29.358,30.02,29.689,33.134,32.642,29.136,3.445,2.953,-0.553,0.359
-27.8,30.006,30.656,30.331,33.483,32.629,29.81,3.151,2.298,-0.521,-0.583
-27.7,31.125,30.968,31.047,33.545,32.382,30.257,2.498,1.336,-0.789,-1.735
-27.6,32.291,31.036,31.664,33.375,32.017,30.533,1.711,0.354,-1.131,-2.933
-27.5,33.871,31.101,32.486,32.993,31.555,30.676,0.507,-0.931,-1.81,-4.486
-27.4,35.351,31.162,33.256,32.389,31.007,30.648,-0.868,-2.249,-2.608,-6.477
-27.3,36.752,31.26,34.006,31.635,30.458,30.496,-2.371,-3.548,-3.51,-8.538
-27.2,37.452,31.138,34.295,30.76,29.939,30.243,-3.535,-4.356,-4.052,-10.163
-27.1,40.24,30.944,35.592,29.803,29.462,29.913,-5.789,-6.13,-5.678,-12.759
-27,44.426,30.92,37.673,28.877,29.081,29.59,-8.797,-8.592,-8.083,-16.037
-26.9,45.148,31.088,38.118,28.092,28.822,29.362,-10.026,-9.295,-8.756,-17.514
-26.8,47.267,31.696,39.481,27.393,28.679,29.167,-12.089,-10.803,-10.314,-19.681
-26.7,48.222,32.54,40.381,26.767,28.628,28.995,-13.614,-11.754,-11.386,-21.035
-26.6,47.293,33.412,40.353,26.184,28.634,28.822,-14.168,-11.719,-11.531,-21.264
-26.5,45.033,34.145,39.589,25.645,28.697,28.654,-13.944,-10.892,-10.935,-20.62
-26.4,42.199,34.804,38.502,25.181,28.808,28.511,-13.32,-9.694,-9.991,-19.576
-26.3,39.2,35.668,37.434,24.796,28.93,28.39,-12.638,-8.504,-9.044,-18.534
-26.2,34.968,36.385,35.677,24.479,29.038,28.277,-11.197,-6.638,-7.399,-16.793
-26.1,32.399,37,34.699,24.237,29.158,28.217,-10.463,-5.541,-6.482,-15.767
-26,30.613,37.044,33.828,24.047,29.29,28.24,-9.781,-4.538,-5.588,-14.796
-25.9,27.892,37.312,32.602,23.863,29.454,28.362,-8.739,-3.148,-4.24,-13.431
-25.8,27.608,37.516,32.562,23.72,29.618,28.564,-8.842,-2.944,-3.998,-13.225
-25.7,25.9,37.54,31.72,23.621,29.751,28.809,-8.099,-1.969,-2.911,-12.203
-25.6,24.902,37.024,30.963,23.569,29.83,29.074,-7.394,-1.133,-1.889,-11.264
-25.5,23.633,35.785,29.709,23.559,29.857,29.353,-6.15,0.148,-0.356,-9.839
-25.4,21.279,34.142,27.711,23.559,29.837,29.6,-4.152,2.126,1.89,-7.692
-25.3,19.623,32.539,26.081,23.551,29.821,29.809,-2.53,3.74,3.729,-5.949
-25.2,18.499,31.316,24.908,23.54,29.809,29.968,-1.368,4.902,5.06,-4.711
-25.1,17.268,30.51,23.889,23.465,29.682,30.002,-0.424,5.793,6.113,-3.687
-25,17.651,29.488,23.57,23.278,29.368,29.902,-0.291,5.798,6.332,-3.436
-24.9,15.906,27.98,21.943,22.994,28.879,29.73,1.051,6.936,7.787,-1.963
-24.8,14.846,26.11,20.478,22.57,28.174,29.301,2.092,7.696,8.823,-0.749
-24.7,13.07,23.862,18.466,21.988,27.245,28.496,3.522,8.78,10.03,0.902
-24.6,10.684,22.088,16.386,21.318,26.167,27.261,4.932,9.781,10.875,2.497
-24.5,9.888,20.229,15.058,20.488,24.881,25.641,5.429,9.823,10.582,3.206
-24.4,9.51,18.374,13.942,19.472,23.417,23.774,5.53,9.475,9.832,3.556
-24.3,7.899,16.711,12.305,18.294,21.835,21.883,5.989,9.53,9.578,4.266
-24.2,6.349,15.136,10.742,16.945,20.128,19.928,6.203,9.386,9.185,4.729
-24.1,5.578,13.694,9.636,15.439,18.34,17.845,5.803,8.704,8.209,4.551
-24,4.416,12.532,8.474,13.832,16.559,15.615,5.358,8.085,7.141,4.231
-23.9,2.994,11.346,7.17,12.173,14.819,13.168,5.003,7.649,5.998,3.844
-23.8,2,10.131,6.065,10.42,13.076,10.749,4.355,7.011,4.684,3.035
-23.7,0.666,8.56,4.613,8.604,11.33,8.584,3.991,6.717,3.971,1.785
-23.6,-1.592,6.926,2.667,6.735,9.579,6.868,4.068,6.912,4.201,0.843
-23.5,-2.888,5.255,1.184,4.834,7.828,5.479,3.65,6.644,4.295,-0.672
-23.4,-3.543,3.553,0.005,2.971,6.082,4.305,2.966,6.077,4.3,-2.525
-23.3,-4.591,2.003,-1.294,1.189,4.304,3.273,2.483,5.598,4.567,-4.214
-23.2,-5.615,0.556,-2.53,-0.509,2.523,2.365,2.021,5.053,4.895,-5.847
-23.1,-7.734,-0.572,-4.153,-2.101,0.816,1.412,2.052,4.969,5.565,-6.897
-23,-10.089,-1.33,-5.71,-3.57,-0.76,0.196,2.14,4.949,5.906,-7.74
-22.9,-11.048,-2.26,-6.654,-4.916,-2.203,-1.318,1.737,4.451,5.336,-8.846
-22.8,-12.644,-3.41,-8.027,-6.181,-3.514,-2.959,1.846,4.514,5.068,-8.889
-22.7,-15.208,-5.92,-10.564,-7.43,-4.71,-4.586,3.134,5.854,5.978,-7.461
-22.6,-17.512,-8.302,-12.907,-8.722,-5.849,-6.136,4.185,7.058,6.771,-5.992
-22.5,-19.283,-11.167,-15.225,-9.981,-6.875,-7.693,5.244,8.35,7.532,-4.386
-22.4,-21.595,-13.873,-17.734,-11.184,-7.794,-9.27,6.551,9.941,8.465,-2.499
-22.3,-23.197,-16.917,-20.057,-12.172,-8.576,-10.747,7.885,11.481,9.31,-0.782
-22.2,-23.988,-19.567,-21.778,-13.123,-9.278,-12.292,8.654,12.5,9.486,0.278
-22.1,-24.327,-21.621,-22.974,-14.245,-10.009,-14.036,8.729,12.965,8.938,0.388
-22,-24.776,-23.962,-24.369,-15.765,-10.826,-16.07,8.604,13.543,8.299,0.635
-21.9,-26.113,-26.633,-26.373,-17.679,-11.728,-18.39,8.694,14.646,7.983,1.448
-21.8,-27.846,-29.198,-28.522,-19.78,-12.848,-20.977,8.742,15.674,7.545,2.38
-21.7,-28.163,-30.935,-29.549,-21.848,-14.303,-23.83,7.701,15.246,5.719,2.184
-21.6,-28.088,-32.86,-30.474,-23.665,-16.147,-27.062,6.81,14.328,3.413,1.9
-21.5,-29.359,-34.858,-32.109,-25.566,-18.263,-30.331,6.543,13.846,1.777,2.357
-21.4,-30.913,-37.101,-34.007,-27.723,-20.504,-33.277,6.283,13.502,0.73,3.129
-21.3,-33.733,-38.986,-36.359,-30.372,-22.529,-35.692,5.987,13.831,0.667,4.426
-21.2,-36.402,-40.645,-38.523,-33.309,-24.636,-37.622,5.215,13.887,0.901,5.623
-21.1,-38.575,-42.379,-40.477,-36.294,-27.024,-39.051,4.184,13.454,1.426,6.776
-21,-41.018,-44.109,-42.564,-39.086,-30.033,-39.979,3.477,12.53,2.584,8.143
-20.9,-43.407,-45.692,-44.55,-41.715,-33.489,-40.416,2.834,11.061,4.134,9.483
-20.8,-45.452,-47.359,-46.406,-44.201,-36.901,-40.605,2.205,9.505,5.801,10.762
-20.7,-47.87,-49.6,-48.735,-46.548,-39.773,-40.832,2.187,8.962,7.903,12.573
-20.6,-49.602,-51.786,-50.694,-48.848,-41.912,-41.159,1.846,8.782,9.535,14.067
-20.5,-54.089,-53.108,-53.598,-50.936,-43.705,-41.657,2.662,9.893,11.941,16.553
-20.4,-56.593,-53.418,-55.006,-52.733,-45.38,-42.518,2.273,9.625,12.488,17.58
-20.3,-57.958,-53.137,-55.548,-54.301,-47.466,-43.993,1.247,8.082,11.555,17.774
-20.2,-59.311,-53.429,-56.37,-55.561,-49.521,-45.906,0.809,6.849,10.464,18.272
-20.1,-60.478,-54.174,-57.326,-56.462,-51.261,-47.945,0.864,6.065,9.381,18.922
-20,-61.586,-54.82,-58.203,-56.944,-52.4,-49.825,1.259,5.802,8.378,19.503
-19.9,-61.063,-55.429,-58.246,-56.978,-52.889,-51.543,1.267,5.357,6.702,18.944
-19.8,-60.012,-56.049,-58.03,-56.902,-53.05,-53.036,1.128,4.98,4.995,18.148
-19.7,-61.942,-56.259,-59.1,-57.123,-53.189,-54.182,1.977,5.911,4.918,18.71
-19.6,-60.184,-56.92,-58.552,-57.952,-53.599,-54.945,0.599,4.953,3.607,17.776
-19.5,-59.406,-56.771,-58.089,-58.94,-54.015,-55.441,-0.852,4.074,2.647,17.099
-19.4,-59.149,-56.855,-58.002,-59.819,-54.4,-55.81,-1.816,3.602,2.192,17.021
-19.3,-59.902,-56.246,-58.074,-60.299,-54.711,-56.305,-2.224,3.363,1.77,17.374
-19.2,-57.014,-55.485,-56.249,-60.556,-54.968,-56.709,-4.307,1.281,-0.459,16.443
-19.1,-52.57,-54.337,-53.454,-60.68,-55.197,-56.984,-7.227,-1.744,-3.531,14.905
-19,-49.373,-52.906,-51.139,-60.924,-55.523,-57.109,-9.785,-4.384,-5.97,14.155
-18.9,-49.184,-51.483,-50.334,-61.213,-56.005,-57.086,-10.88,-5.671,-6.752,15.163
-18.8,-51.004,-49.509,-50.257,-61.211,-56.244,-56.949,-10.954,-5.988,-6.693,17.094
-18.7,-50.028,-48.1,-49.064,-60.66,-55.946,-56.755,-11.596,-6.882,-7.691,18.047
-18.6,-48.454,-46.09,-47.272,-59.393,-55.005,-56.543,-12.121,-7.733,-9.271,18.481
-18.5,-46.271,-44.684,-45.478,-57.754,-53.552,-56.282,-12.277,-8.074,-10.805,18.937
-18.4,-43.963,-43.675,-43.819,-56.07,-51.727,-55.999,-12.251,-7.908,-12.179,19.497
-18.3,-41.431,-42.077,-41.754,-54.831,-49.837,-55.802,-13.077,-8.082,-14.047,19.562
-18.2,-40.175,-40.202,-40.188,-53.603,-47.673,-55.579,-13.415,-7.484,-15.391,19.98
-18.1,-39.118,-38.162,-38.64,-52.22,-45.246,-55.233,-13.58,-6.606,-16.593,20.215
-18,-37.295,-36.203,-36.749,-50.553,-42.532,-54.758,-13.804,-5.783,-18.009,19.849
-17.9,-35.323,-34.637,-34.98,-48.637,-39.559,-54.134,-13.657,-4.579,-19.154,18.921
-17.8,-33.719,-32.668,-33.193,-46.509,-36.604,-53.248,-13.315,-3.411,-20.055,17.8
-17.7,-32.37,-30.76,-31.565,-44.245,-33.982,-52.037,-12.68,-2.417,-20.472,16.694
-17.6,-30.854,-28.832,-29.843,-41.914,-31.917,-50.612,-12.071,-2.074,-20.769,15.382
-17.5,-29.574,-26.913,-28.244,-39.387,-30.083,-48.809,-11.143,-1.839,-20.565,14.112
-17.4,-28.945,-25.138,-27.041,-36.638,-28.277,-46.592,-9.597,-1.235,-19.55,13.189
-17.3,-26.675,-23.431,-25.053,-33.562,-26.133,-44,-8.509,-1.08,-18.946,11.462
-17.2,-28.025,-21.798,-24.912,-30.285,-23.832,-41.011,-5.373,1.08,-16.099,11.594
-17.1,-29.956,-20.104,-25.03,-27.022,-21.665,-37.717,-1.992,3.365,-12.687,12.03
-17,-27.973,-17.97,-22.971,-23.994,-19.852,-34.252,-1.023,3.119,-11.28,10.413
-16.9,-23.054,-15.458,-19.256,-21.252,-18.425,-30.627,-1.995,0.831,-11.37,7.151
-16.8,-16.182,-13.311,-14.746,-18.721,-17.28,-26.954,-3.974,-2.534,-12.208,3.115
-16.7,-14.395,-11.494,-12.944,-16.39,-16.336,-23.435,-3.445,-3.392,-10.491,1.816
-16.6,-6.627,-9.76,-8.193,-14.029,-15.437,-20.168,-5.836,-7.243,-11.975,-2.395
-16.5,-4.306,-7.864,-6.085,-11.892,-14.686,-17.15,-5.807,-8.601,-11.065,-3.915
-16.4,-11.772,-5.875,-8.824,-10.086,-14.057,-14.431,-1.262,-5.233,-5.607,-0.426
-16.3,-6.342,-4.046,-5.194,-8.746,-13.503,-11.968,-3.552,-8.309,-6.773,-3.214
-16.2,1.667,-2.667,-0.5,-7.869,-13.027,-9.758,-7.369,-12.528,-9.259,-6.981
-16.1,0.216,-1.493,-0.638,-7.182,-12.577,-7.911,-6.543,-11.939,-7.273,-5.838
-16,-1.842,0.086,-0.878,-6.36,-12.071,-6.445,-5.482,-11.192,-5.566,-4.524
-15.9,-0.28,1.51,0.615,-5.115,-11.472,-5.331,-5.73,-12.087,-5.946,-4.88
-15.8,4.781,3.57,4.176,-3.864,-10.843,-4.547,-8.039,-15.019,-8.722,-7.25
-15.7,2.636,5.194,3.915,-2.824,-10.212,-3.934,-6.739,-14.127,-7.849,-5.753
-15.6,-7.571,6.694,-0.438,-2.309,-9.659,-3.321,-1.871,-9.221,-2.882,-0.123
-15.5,-9.063,8.087,-0.488,-2.113,-9.107,-2.744,-1.625,-8.619,-2.256,1.233
-15.4,-5.613,9.165,1.776,-1.953,-8.489,-2.137,-3.73,-10.265,-3.913,0.3
-15.3,-3.226,10.273,3.523,-1.527,-7.702,-1.395,-5.05,-11.226,-4.918,-0.1
-15.2,0.666,11.843,6.255,-0.831,-6.775,-0.515,-7.086,-13.03,-6.77,-1.477
-15.1,6.282,13.979,10.131,-0.041,-5.851,0.463,-10.171,-15.982,-9.668,-3.998
-15,7.037,16.7,11.869,0.735,-5.128,1.518,-11.134,-16.997,-10.351,-4.387
-14.9,7.142,19.069,13.105,1.396,-4.768,2.66,-11.71,-17.874,-10.445,-4.291
-14.8,9.363,20.816,15.089,2.082,-4.351,3.831,-13.007,-19.44,-11.258,-4.964
-14.7,10.063,22.029,16.046,2.856,-3.57,4.95,-13.191,-19.616,-11.096,-4.641
-14.6,10.87,23.02,16.945,3.748,-1.957,5.973,-13.197,-18.902,-10.972,-4.297
